offering_id,hotel,city,avg_rating,sentiment_score,pros,cons,n_reviews
AVweGDqg_7pvs4fz__Kt,Homewood Suites By Hilton Lancaster,Lancaster,5.0,1.0,"['friendly staff', 'comfortable']",[],1
AVweGHNYByjofQCxvOix,Best Western Gardens Hotel At Joshua Tree National Park,Twentynine Palms,4.6,0.9,"['comfortable', 'friendly staff', 'clean rooms', 'food', 'location']",[],5
AVweGRPBkufWRAb5_-hv,Days Inn-jfk Airport,Jamaica,3.5,0.625,"['clean rooms', 'friendly staff', 'location']","['noisy rooms', 'small rooms']",2
AVweGche_7pvs4fzACko,Quality Inn,Bar Harbor,3.5,0.625,"['clean rooms', 'friendly staff', 'comfortable', 'food']",[],2
AVweGf8YkufWRAb5AAev,Hampton Inn & Suites Tampa Northwest/oldsmar,Oldsmar,4.6,0.9,"['clean rooms', 'friendly staff', 'comfortable', 'location']",[],5
AVweGu-NIN2L1WUf2Bve,Budget Inn,Nashville,1.0,0.0,[],['cleanliness'],1
AVweH7Q1_7pvs4fzAQIg,Americas Best Value Inn-weatherford,Weatherford,1.0,0.0,[],[],1
AVweH9mjIN2L1WUf2M8b,Buccaneer Beach Motel,Panama City,4.0,0.75,"['clean rooms', 'view']",[],1
AVweHVUtkufWRAb5AH5e,Hampton Inn & Suites Brookings,Brookings,5.0,1.0,"['clean rooms', 'friendly staff', 'comfortable']",[],1
AVweHXMFIN2L1WUf2HLA,Comfort Inn & Suites,Clearwater,4.2857,0.8214,"['food', 'friendly staff', 'clean rooms', 'location', 'value', 'comfortable']",['slow wifi'],7
AVweHcpWkufWRAb5AI8_,Circa 39 Hotel,Miami Beach,4.3333,0.8333,"['location', 'clean rooms', 'friendly staff', 'value']","['slow wifi', 'noisy rooms']",3
AVweHd8lIN2L1WUf2IG1,Circle B Motor Lodge,Benkelman,1.0,0.0,[],['noisy rooms'],1
AVweHpjLkufWRAb5AKz5,Tokeland Hotel,Tokeland,3.25,0.5625,"['location', 'good wifi']","['slow wifi', 'small rooms', 'broken', 'cleanliness']",4
AVweHqHmIN2L1WUf2J57,Silverstone Inn & Suites,Post Falls,4.0,0.75,"['food', 'friendly staff', 'clean rooms', 'value', 'comfortable', 'good wifi']",['broken'],10
AVweI1bPkufWRAb5AU9i,Norwalk Inn & Conference Center,Norwalk,4.3,0.825,"['location', 'food', 'friendly staff', 'comfortable', 'clean rooms']","['small rooms', 'slow wifi']",10
AVweI3SGkufWRAb5AVNA,Hampton Inn & Suites Philadelphia Montgomeryville,North Wales,5.0,1.0,"['food', 'clean rooms', 'friendly staff', 'comfortable', 'value']",[],3
AVweI3b0_7pvs4fzAX8W,Inn by the Lake,South Lake Tahoe,3.9286,0.7321,"['location', 'clean rooms', 'friendly staff', 'comfortable', 'food', 'view']","['broken', 'cleanliness', 'small rooms', 'slow wifi', 'rude staff', 'noisy rooms']",28
AVweIKhnIN2L1WUf2OZn,Schleichers Landing,Cassville,1.0,0.0,[],[],1
AVweIMpmkufWRAb5APft,Quality Inn,Montgomeryville,5.0,1.0,"['clean rooms', 'friendly staff', 'food', 'good wifi']",[],2
AVweIbz-kufWRAb5ARjg,Town House Motel,Freeport,1.0,0.0,[],"['cleanliness', 'small rooms']",1
AVweIgTGIN2L1WUf2RdH,Island View Motel,Old Orchard Beach,4.0,0.75,"['clean rooms', 'value']",['small rooms'],1
AVweIrnBByjofQCxvlIl,"Hampton Inn & Suites Chapel Hill/Durham, Area",Chapel Hill,4.7,0.925,"['clean rooms', 'friendly staff', 'food', 'comfortable', 'location', 'good wifi']",[],10
AVweJA6NByjofQCxvoCB,Best Western Courtesy Inn,Anaheim,4.1111,0.7778,"['location', 'friendly staff', 'clean rooms', 'food', 'good wifi', 'comfortable']","['slow wifi', 'cleanliness']",9
AVweJF-HkufWRAb5AW-s,Hummingbird Inn,Ojai,4.0,0.75,"['clean rooms', 'location', 'good wifi']",['slow wifi'],2
AVweJGA-_7pvs4fzAZvg,TownePlace Suites Omaha West,Omaha,4.6667,0.9167,"['food', 'clean rooms', 'location']",[],3
AVweJHMNkufWRAb5AXKd,Hampton Inn Suites Hudson,Hudson,4.6667,0.9167,"['clean rooms', 'friendly staff', 'comfortable', 'location', 'food']",['small rooms'],3
AVweJLA0kufWRAb5AXth,Aloft Durham Downtown,Durham,4.5,0.875,"['clean rooms', 'location', 'food', 'friendly staff', 'comfortable', 'value']",[],2
AVweJdyHIN2L1WUf2Z8p,The Cabins At Pinehaven,Beaver,5.0,1.0,['clean rooms'],[],1
AVweJh9R_7pvs4fzAdyw,Holiday Inn Express Suites Clinton,Clinton,4.5,0.875,"['clean rooms', 'comfortable', 'value', 'friendly staff']",[],2
AVweJiq4kufWRAb5AbFH,Best Western-ashburn Inn,Ashburn,4.0,0.75,"['clean rooms', 'location']",[],3
AVweJx1yIN2L1WUf2dB6,The Redbury New York,New York,2.5,0.375,[],"['noisy rooms', 'small rooms', 'rude staff']",2
AVweK5-wByjofQCxv41g,Super 8 Lavonia,Lavonia,3.0,0.5,[],[],1
AVweK9V3kufWRAb5AnT-,NYLO Plano at Legacy,Plano,3.8333,0.7083,"['friendly staff', 'location', 'clean rooms']",[],6
AVweKR2p_7pvs4fzAkn5,Holiday Inn Express & Suites Denver Northeast - Brighton,Brighton,5.0,1.0,[],[],1
AVweKSfvIN2L1WUf2hec,Hampton Inn & Suites Seattle/federal Way,Federal Way,5.0,1.0,"['friendly staff', 'location', 'food', 'clean rooms', 'comfortable']",[],5
AVweKVJX_7pvs4fzAlIE,Sea-Aire Motel,Cocoa Beach,4.5,0.875,"['friendly staff', 'location', 'comfortable']",['broken'],2
AVweKVYhkufWRAb5AiRW,Alicia's Eagle Rock Lodge,Kenai,3.0,0.5,[],['small rooms'],1
AVweK_94kufWRAb5Antu,Wingate By Wyndham Oklahoma City Airport,Oklahoma City,3.25,0.5625,"['friendly staff', 'clean rooms']","['broken', 'noisy rooms']",8
AVweK_MLIN2L1WUf2nYd,hotel le bleu,Brooklyn,4.3333,0.8333,"['friendly staff', 'clean rooms', 'comfortable', 'location']",['noisy rooms'],3
AVweKbcg_7pvs4fzAl_6,Hotel Storyville,New Orleans,5.0,1.0,"['clean rooms', 'location']",[],1
AVweKrF8_7pvs4fzAnxs,Trails End Motel,Wisconsin Dells,4.0,0.75,"['clean rooms', 'location']",[],1
AVweKwUFkufWRAb5Alqj,Staybridge Suites Indianapolis-Carmel,Indianapolis,4.3333,0.8333,"['friendly staff', 'clean rooms']",[],3
AVweL0q1kufWRAb5Au6K,SpringHill Suites Boise,Boise,5.0,1.0,"['friendly staff', 'location', 'comfortable', 'food']",[],1
AVweL5CdByjofQCxwBUY,Lofts on Pearl,Buffalo,4.5,0.875,"['friendly staff', 'clean rooms', 'location', 'comfortable']",[],2
AVweL5sn_7pvs4fzAyoj,Inn Of Knoxville,Knoxville,1.0,0.0,[],"['broken', 'cleanliness']",2
AVweLDv__7pvs4fzArHN,Tyee Motel,Rufus,5.0,1.0,"['comfortable', 'food', 'good wifi']",[],1
AVweLNkgIN2L1WUf2pN7,Best Western Premier The Central Hotel & Conference Center,Harrisburg,4.5294,0.8824,"['friendly staff', 'clean rooms', 'comfortable', 'food', 'location', 'good wifi']","['noisy rooms', 'broken', 'cleanliness']",17
AVweLQFEByjofQCxv70t,Home2 Suites by Hilton Albuquerque/Downtown-University,Albuquerque,4.4,0.85,"['comfortable', 'friendly staff', 'food', 'clean rooms', 'location']","['noisy rooms', 'small rooms']",5
AVweLc3nIN2L1WUf2rSf,Hampton Inn Augusta/Gordon Highway,Augusta,5.0,1.0,"['friendly staff', 'clean rooms', 'location', 'value']",[],2
AVweLhm1kufWRAb5AsMl,Holiday Inn Express & Suites Portland-Jantzen Beach,Portland,3.6667,0.6667,"['friendly staff', 'location', 'food', 'comfortable', 'good wifi']",[],3
AVweLlxcByjofQCxv-pm,Quality Inn Suites,Lodi,4.5,0.875,"['clean rooms', 'comfortable', 'food', 'friendly staff']",[],4
AVweLrdWkufWRAb5AtpR,Bancroft Hotel,Berkeley,4.0,0.75,"['location', 'food']",['small rooms'],1
AVweLt2CByjofQCxv_z8,Inn At Turning Stone Casino,Verona,4.0,0.75,"['clean rooms', 'friendly staff', 'food']",['small rooms'],1
AVweM2Xl_7pvs4fzA7OA,Holiday Inn Savannah Historic District,Savannah,3.3333,0.5833,['friendly staff'],"['noisy rooms', 'expensive']",3
AVweMWcNIN2L1WUf2zEC,Best Western Plus Lacey Inn & Suites,Olympia,4.875,0.9688,"['food', 'friendly staff', 'comfortable', 'clean rooms', 'location', 'value']",[],8
AVweMjEcIN2L1WUf208j,Sterling Gardens Hotel,Las Vegas,4.0,0.75,"['clean rooms', 'comfortable']",[],1
AVweMpa5kufWRAb5A2O7,Hampton Inn Suites Knoxville Papermill Drive,Knoxville,5.0,1.0,"['friendly staff', 'location']",[],2
AVweMppnIN2L1WUf212k,SpringHill Suites Lafayette South at River Ranch,Lafayette,5.0,1.0,['friendly staff'],[],1
AVweMtDiByjofQCxwIf5,Hampton Inn Suites Detroit-Canton,Canton,4.5,0.875,"['friendly staff', 'comfortable', 'food', 'clean rooms']",['small rooms'],2
AVweMx5m_7pvs4fzA6mZ,Comfort Inn,Clinton,3.0,0.5,[],['slow wifi'],1
AVweN60a_7pvs4fzBEks,Best Western Paradise Inn,Dillon,5.0,1.0,"['friendly staff', 'clean rooms', 'location', 'comfortable', 'food', 'good wifi']",[],2
AVweNBT6ByjofQCxwLZy,Comfort Suites,Monroeville,5.0,1.0,"['friendly staff', 'clean rooms', 'food']",[],2
AVweNJ6YIN2L1WUf26XW,Dolphyn Motel,Hampton,1.0,0.0,[],[],1
AVweNNIG_7pvs4fzA-UF,Hampton Inn Easton,Easton,5.0,1.0,"['clean rooms', 'friendly staff', 'comfortable', 'food']",[],1
AVweNSZkIN2L1WUf27Ye,Microtel Inn & Suites By Wyndham Dickson City/scranton,Scranton,4.9167,0.9792,"['clean rooms', 'friendly staff', 'location', 'comfortable', 'food', 'value']",[],12
AVweNWDy_7pvs4fzA_Zj,Blue Harbor Resort,Sheboygan,4.3,0.825,"['friendly staff', 'view', 'location', 'comfortable', 'clean rooms']","['cleanliness', 'small rooms']",10
AVweNZ3sIN2L1WUf28Q5,Best Western Hampton Coliseum Inn,Hampton,4.5,0.875,"['clean rooms', 'friendly staff', 'location', 'comfortable']",[],2
AVweNfSQIN2L1WUf29Gs,Days Inn Moose Lake,Moose Lake,4.0,0.75,['comfortable'],[],2
AVweNkj4kufWRAb5A-MA,Home2 Suites By Hilton Greenville Airport,Greenville,5.0,1.0,"['friendly staff', 'comfortable', 'clean rooms', 'location', 'food']",[],6
AVweNqvL_7pvs4fzBCRY,Comfort Inn Suites Airport and Expo,Louisville,3.8333,0.7083,"['clean rooms', 'comfortable', 'food', 'location', 'friendly staff', 'value']","['noisy rooms', 'small rooms']",6
AVweO6qWByjofQCxwbLH,"Country Inn & Suites By Carlson, Ithaca, NY",Ithaca,4.5,0.875,"['food', 'clean rooms', 'friendly staff', 'location', 'comfortable']",[],4
AVweODHuByjofQCxwUBx,Crescent Suites & Hotel,Waltham,5.0,1.0,"['clean rooms', 'food']",[],1
AVweOHQ4IN2L1WUf3CXe,Americas Best Value Inn Suites-Abilene Mall,Abilene,4.0,0.75,"['clean rooms', 'comfortable']",[],4
AVweOJlEByjofQCxwU4T,Best Western Mt. Vernon Inn,Mount Vernon,5.0,1.0,"['comfortable', 'food']",[],1
AVweONaz_7pvs4fzBHFP,Ocean Suites,Brookings,5.0,1.0,['clean rooms'],[],2
AVweOQzokufWRAb5BEFj,SpringHill Suites Phoenix Chandler/Fashion Center,Chandler,5.0,1.0,['friendly staff'],[],2
AVweOTGlIN2L1WUf3D6X,Hurd La Rinconada Gallery Guest Homes,San Patricio,5.0,1.0,[],[],1
AVweObPHByjofQCxwXFS,Best Western Plus Denton Inn & Suites,Denton,4.5,0.875,"['food', 'comfortable', 'friendly staff', 'clean rooms', 'good wifi', 'location']",['slow wifi'],4
AVweOoAPkufWRAb5BHJO,Portland Regency Hotel & Spa,Portland,4.4444,0.8611,"['friendly staff', 'comfortable', 'location', 'food']","['broken', 'expensive']",18
AVweOrbz_7pvs4fzBLCK,Red Roof Plus+ Wilmington - Newark,Newark,2.2,0.3,['good wifi'],"['small rooms', 'noisy rooms', 'cleanliness', 'slow wifi']",5
AVweOxusIN2L1WUf3Hxx,Budget Inn Suites,Freer,1.0,0.0,[],"['expensive', 'broken']",1
AVweP3PH_7pvs4fzBVEk,Baymont Inn & Suites Crestview,Crestview,4.0,0.75,[],[],1
AVweP9-2IN2L1WUf3SRI,Comfort Suites,Cherokee,3.8,0.7,"['food', 'clean rooms', 'location', 'comfortable', 'friendly staff', 'view']","['slow wifi', 'cleanliness']",5
AVwePAUB_7pvs4fzBNqz,Quality Inn,Saint Cloud,5.0,1.0,"['friendly staff', 'food', 'location', 'comfortable']",[],3
AVwePM5c_7pvs4fzBPRS,Fairfield Inn and Suites Ashland,Ashland,4.5,0.875,"['friendly staff', 'food', 'good wifi', 'value']",['slow wifi'],4
AVwePN8GByjofQCxwdxr,"Country Inn & Suites By Carlson, Athens, Ga",Athens,4.5,0.875,"['friendly staff', 'food', 'clean rooms', 'comfortable']",[],4
AVwePRwmIN2L1WUf3MEt,Quality Inn And Suites,Missoula,4.0,0.75,"['food', 'clean rooms', 'friendly staff', 'value', 'location']",[],5
AVwePiAX_7pvs4fzBSAl,Hampton Inn Suites PortlandVancouver,Vancouver,5.0,1.0,"['friendly staff', 'food', 'location', 'clean rooms', 'comfortable', 'value']",[],6
AVwePzcTIN2L1WUf3Q2t,Wingate by Wyndham Lake Charles Casino Area,Lake Charles,5.0,1.0,['friendly staff'],[],2
AVweQ0jG_7pvs4fzBdOy,Comfort Inn,Marina,3.0,0.5,[],[],1
AVweQ3W7_7pvs4fzBdov,Comfort Suites,Sioux Falls,4.0,0.75,"['clean rooms', 'location', 'comfortable', 'food']",[],1
AVweQ4N_IN2L1WUf3Z26,Comfort Suites,Anderson,5.0,1.0,"['friendly staff', 'location', 'clean rooms', 'comfortable']",[],2
AVweQCf9IN2L1WUf3S5l,America's Best Value Inn,Salina,1.0,0.0,[],"['cleanliness', 'broken', 'rude staff']",1
AVweQDZpIN2L1WUf3TA9,Econolodge,Perry,5.0,1.0,"['clean rooms', 'friendly staff']",[],1
AVweQHRm_7pvs4fzBXYU,Ballinger Inn,Ballinger,1.0,0.0,[],['small rooms'],1
AVweQLaH_7pvs4fzBX7t,Hollywood Motel,New Castle,5.0,1.0,"['clean rooms', 'comfortable']",[],1
AVweQNpgByjofQCxwmvV,Econo Lodge,New Orleans,1.0,0.0,[],[],1
AVweQYUHIN2L1WUf3V6B,Comfort Inn Palo Alto,Palo Alto,4.4,0.85,"['friendly staff', 'clean rooms', 'location', 'food', 'value', 'comfortable']","['expensive', 'noisy rooms']",5
AVweQYciByjofQCxwoQF,Chariot Inn,Glendale,3.5,0.625,"['clean rooms', 'location', 'food', 'good wifi']",['noisy rooms'],2
AVweQyWNkufWRAb5BZeg,The Inn at Solvang,Huntingdon,5.0,1.0,['food'],[],1
AVweQytcIN2L1WUf3ZG_,Holiday Inn Express & Suites Los Angeles Downtown West,Los Angeles,3.6667,0.6667,['location'],['noisy rooms'],3
AVweR-emIN2L1WUf3jf_,Comfort Inn & Suites West,Beaverton,5.0,1.0,['comfortable'],[],1
AVweR0uI_7pvs4fzBl8u,Guerneville Lodge,Guerneville,4.0,0.75,[],[],1
AVweR2I7ByjofQCxw0mU,Lexington Inn - Ardmore,Ardmore,3.6667,0.6667,"['comfortable', 'friendly staff', 'location', 'food']","['small rooms', 'broken']",6
AVweRNdM_7pvs4fzBgi3,Econo Lodge,Pocomoke City,2.5,0.375,"['clean rooms', 'value']",[],2
AVweRUhDIN2L1WUf3dwN,Fairfield Inn & Suites Indianapolis Downtown,Indianapolis,4.1429,0.7857,"['location', 'food', 'friendly staff', 'view', 'value']",[],7
AVweRVJPByjofQCxwwK8,Hampton Inn New Bedford/Fairhaven,Fairhaven,4.5,0.875,"['friendly staff', 'clean rooms', 'comfortable']",[],2
AVweRbO2ByjofQCxww4l,Beavers Bend Lodging,Broken Bow,5.0,1.0,['comfortable'],[],1
AVweRrTuIN2L1WUf3g0r,The Green Tree Inn,Elsah,5.0,1.0,"['food', 'comfortable', 'location', 'view']",[],3
AVweRtPt_7pvs4fzBk5a,Royal Anchor Resort,Old Orchard Beach,3.5,0.625,"['clean rooms', 'friendly staff', 'location', 'good wifi']",['small rooms'],4
AVweS2dLByjofQCxw9tK,Ramada Plaza Hawthorne/LAX,Hawthorne,4.0,0.75,"['clean rooms', 'friendly staff', 'comfortable']",[],1
AVweS9-SByjofQCxw-eq,Hampton Inn Middletown,Middletown,4.3333,0.8333,"['friendly staff', 'food', 'comfortable', 'clean rooms', 'location', 'good wifi']",['slow wifi'],6
AVweSHCoIN2L1WUf3kki,Hampton Inn Suites California University-Pittsburgh,Coal Center,3.75,0.6875,"['friendly staff', 'food', 'clean rooms']",[],4
AVweSJFykufWRAb5BlKg,Red Lion Inn Suites Denver Airport,Denver,4.1667,0.7917,"['location', 'food', 'clean rooms', 'friendly staff', 'comfortable', 'value']",['broken'],6
AVweSQ1r_7pvs4fzBpxr,Hiway Inn Express,Wilburton,1.0,0.0,[],[],1
AVweSTPxIN2L1WUf3mT4,Budget Inn Motel,Herkimer,1.0,0.0,[],['broken'],1
AVweSUvXByjofQCxw4zd,Americana Hotel,Arlington,3.6667,0.6667,"['friendly staff', 'location', 'clean rooms', 'food', 'comfortable', 'value']",[],6
AVweScCQ_7pvs4fzBrYa,Econo Lodge,Chesapeake,2.5,0.375,"['location', 'comfortable', 'food']",[],2
AVweSefL_7pvs4fzBrws,Hotel Aiken,Aiken,3.0,0.5,"['clean rooms', 'friendly staff', 'food', 'location']","['broken', 'cleanliness', 'small rooms']",6
AVweSl1nkufWRAb5BpSv,Ponderosa Motel,Goldendale,4.0,0.75,"['clean rooms', 'friendly staff', 'food']",[],2
AVweSsy-kufWRAb5BqZh,Wingate By Wyndham Alpharetta,Alpharetta,2.0,0.25,[],[],2
AVweT-X4IN2L1WUf30aw,The Stardust Motel,Wallace,4.0,0.75,"['clean rooms', 'location', 'value', 'friendly staff', 'food']",[],2
AVweT38g_7pvs4fzB3oY,Wilderness Lodge,Lesterville,5.0,1.0,"['food', 'location', 'friendly staff']",[],3
AVweT72ekufWRAb5B0YQ,Holiday Inn Anaheim-Resort Area,Anaheim,3.8333,0.7083,"['friendly staff', 'food', 'good wifi', 'clean rooms', 'comfortable']","['slow wifi', 'noisy rooms']",6
AVweT7BLByjofQCxxGNj,Bar Harbor Motel,Bar Harbor,4.875,0.9688,"['clean rooms', 'friendly staff', 'location', 'comfortable', 'good wifi', 'view']",[],8
AVweT9pD_7pvs4fzB4SW,Quality Inn,West Branch,3.5,0.625,['food'],"['noisy rooms', 'expensive']",2
AVweTBP6_7pvs4fzBwh6,Harborside Inn,Edgartown,4.0,0.75,"['clean rooms', 'friendly staff', 'comfortable']",[],1
AVweTCvG_7pvs4fzBwvj,Hilton Garden Inn Columbus/Grove City,Grove City,4.0909,0.7727,"['friendly staff', 'clean rooms', 'food', 'value', 'good wifi', 'comfortable']",['noisy rooms'],11
AVweTd2XIN2L1WUf3wZ1,Ramada Bordentown,Bordentown,5.0,1.0,"['clean rooms', 'friendly staff']",[],1
AVweTl96IN2L1WUf3xbq,Home2 Suites by Hilton Austin North/Near the Domain,Austin,4.25,0.8125,"['location', 'comfortable', 'clean rooms', 'friendly staff', 'food', 'good wifi']",[],4
AVweTzydIN2L1WUf3zPk,Residence Inn Chicago Deerfield,Deerfield,3.0,0.5,[],['slow wifi'],1
AVweU0vj_7pvs4fzCALn,Best Western Desert Inn,Safford,3.5,0.625,"['clean rooms', 'comfortable']",['cleanliness'],2
AVweUEQg_7pvs4fzB5Rz,Paxton Inn Motel,Paxton,4.0,0.75,"['clean rooms', 'friendly staff', 'comfortable']",[],1
AVweUPttByjofQCxxJK6,Hartsville Motel,Hartsville,2.0,0.25,[],"['cleanliness', 'broken']",1
AVweU_-rkufWRAb5B93h,La Fon Motel,Manitou Springs,2.4,0.35,"['clean rooms', 'friendly staff', 'comfortable']","['broken', 'cleanliness']",5
AVweUb3O_7pvs4fzB8oA,Best Western Intracoastal Inn,Jupiter,4.5714,0.8929,"['friendly staff', 'clean rooms', 'location', 'comfortable', 'food', 'value']",[],7
AVweUjWf_7pvs4fzB9tn,Disney's Saratoga Springs Resort & Spa,Orlando,3.9333,0.7333,"['clean rooms', 'friendly staff', 'comfortable', 'location', 'food']",['noisy rooms'],15
AVweUmQeByjofQCxxMQi,Econo Lodge,Gretna,2.0,0.25,[],[],1
AVweVPVYIN2L1WUf3_ik,Great View Motel,Fort Covington,2.5,0.375,"['clean rooms', 'friendly staff', 'food']",[],2
AVweVjEFkufWRAb5CCvi,Home2 Suites by Hilton Lexington University / Medical Center,Lexington,4.8333,0.9583,"['location', 'food', 'friendly staff', 'clean rooms', 'comfortable']",[],6
AVweVnO2kufWRAb5CDXL,Red Roof Inn Hardeeville,Hardeeville,3.0,0.5,"['friendly staff', 'clean rooms', 'food', 'comfortable', 'location']","['cleanliness', 'broken']",9
AVweVteHByjofQCxxV-T,Hampton Inn & Suites Little Rock-downtown,Little Rock,4.4,0.85,"['friendly staff', 'location', 'food', 'clean rooms', 'comfortable']",[],5
AVweW1cfIN2L1WUf4NPl,Red Roof Inn Boardman,Youngstown,5.0,1.0,"['clean rooms', 'friendly staff', 'value', 'comfortable']",[],6
AVweW6CVkufWRAb5COOK,Courtyard Santa Fe,Santa Fe,3.6667,0.6667,"['friendly staff', 'location', 'food', 'comfortable']","['rude staff', 'broken']",6
AVweW7kQByjofQCxxgNE,Drury Inn Suites Austin North,Austin,5.0,1.0,"['clean rooms', 'comfortable', 'food']",[],1
AVweWAGRkufWRAb5CGjZ,Aqua Soleil Hotel And Mineral Water Spa,Desert Hot Springs,4.0,0.75,[],[],1
AVweWG5SIN2L1WUf4G5w,Comfort Inn-lehigh Valley West,Allentown,3.0,0.5,[],['cleanliness'],1
AVweWHMbIN2L1WUf4G8H,Pelican Post Motel,Bradenton Beach,5.0,1.0,['clean rooms'],[],2
AVweWSoMIN2L1WUf4Ia6,Hampton Inn & Suites Grand Rapids Downtown,Grand Rapids,5.0,1.0,['friendly staff'],[],1
AVweWUHakufWRAb5CJFL,Bryce Canyon Motel,Panguitch,1.0,0.0,[],[],1
AVweWYUoByjofQCxxbOW,Snowshoe Motel,Frisco,3.5,0.625,"['clean rooms', 'view']",['broken'],2
AVweWiy6kufWRAb5CK9f,Hostelling International Truro,Truro,4.0,0.75,"['clean rooms', 'friendly staff', 'location']",['broken'],1
AVweWjsYkufWRAb5CLGd,Fairfield Inn Tracy,Tracy,4.5,0.875,"['friendly staff', 'location', 'clean rooms']",['noisy rooms'],2
AVweWs_xByjofQCxxeIo,W Austin,Austin,4.6667,0.9167,"['friendly staff', 'clean rooms', 'location']",[],3
AVweWw5jIN2L1WUf4Mgx,Diamond Hotel,Wisconsin Dells,1.0,0.0,[],[],1
AVweX4IhByjofQCxxoUD,Hampton Inn Suites Oklahoma City Airport,Oklahoma City,4.5,0.875,"['food', 'clean rooms', 'location', 'comfortable']",['broken'],4
AVweX4tvkufWRAb5CWZA,Best Western Plus Lake County Inn & Suites,Tavares,4.5,0.875,"['friendly staff', 'food', 'value', 'clean rooms', 'location']",[],4
AVweXH1XkufWRAb5CP89,Home2 Suites by Hilton Buffalo Airport/Galleria Mall,Buffalo,4.0,0.75,[],['cleanliness'],1
AVweXVo8IN2L1WUf4Rhl,Comfort Inn Suites,Ann Arbor,4.0,0.75,"['clean rooms', 'friendly staff', 'food']",[],2
AVweXbTmIN2L1WUf4STM,Salem Motel,Salem,3.0,0.5,"['friendly staff', 'comfortable']","['cleanliness', 'rude staff']",2
AVweXjkKkufWRAb5CTgt,Hampton San Diego-Kearny Mesa,San Diego,4.0,0.75,"['friendly staff', 'location', 'comfortable', 'food']",['broken'],2
AVweXnn6_7pvs4fzCYBw,Magnuson Hotel Heritage Inn,Rantoul,3.0,0.5,[],['slow wifi'],1
AVweY-gk_7pvs4fzCjdi,Inn Der Bach Resort,Big Bear City,1.3333,0.0833,[],['cleanliness'],3
AVweY87ykufWRAb5CfPN,Tall Winds Motel,Moro,5.0,1.0,['clean rooms'],[],1
AVweYDZ1kufWRAb5CXzQ,Neal's Court,Grand Prairie,5.0,1.0,"['clean rooms', 'friendly staff', 'value']",[],1
AVweYQzZIN2L1WUf4Zfa,Hampton Inn & Suites Camarillo,Camarillo,4.4167,0.8542,"['friendly staff', 'food', 'comfortable', 'clean rooms', 'location', 'value']","['cleanliness', 'noisy rooms', 'broken']",24
AVweYZQn_7pvs4fzCef6,Oak Tree Inn,Avon Park,1.0,0.0,[],"['noisy rooms', 'cleanliness', 'broken']",1
AVweYgEQIN2L1WUf4bg9,Econo Lodge,Corvallis,4.5,0.875,"['clean rooms', 'friendly staff', 'location']",[],2
AVweYgHQByjofQCxxtmc,Executive Inn,Cisco,4.0,0.75,['comfortable'],[],1
AVweZ3e2ByjofQCxx5JW,Carter Lodge,Chimney Rock,4.0,0.75,[],[],1
AVweZ8IWkufWRAb5Cndr,Quality Inn & Suites,Pensacola,3.6667,0.6667,"['clean rooms', 'friendly staff', 'comfortable']",['rude staff'],3
AVweZN42_7pvs4fzClpB,Best Western Plus Richmond Inn & Suites-Baton Rouge,Baton Rouge,4.0,0.75,"['food', 'clean rooms', 'friendly staff', 'comfortable', 'location']","['rude staff', 'small rooms']",10
AVweZVHJkufWRAb5Cihr,Hilton Garden Inn Charlotte Pineville,Pineville,5.0,1.0,"['friendly staff', 'food', 'clean rooms']",[],4
AVweZd_8ByjofQCxx1xO,Baymont Inn & Suites Kissimmee,Kissimmee,2.75,0.4375,['location'],"['cleanliness', 'noisy rooms', 'broken']",4
AVweaPQMByjofQCxx8X2,Hampton Inn Suites Columbus/University Area,Columbus,5.0,1.0,"['friendly staff', 'food']",[],1
AVweajUb_7pvs4fzCxKh,Four Flags Inn,Indiana,3.0,0.5,[],[],1
AVwear0JkufWRAb5CuHZ,Best Western Plus Hotel At The Convention Center,Long Beach,4.25,0.8125,"['clean rooms', 'food', 'friendly staff', 'location', 'comfortable']",['noisy rooms'],8
AVweb2I5IN2L1WUf44wk,Hampton Inn Texarkana Arkansas,Texarkana,5.0,1.0,"['clean rooms', 'friendly staff', 'food', 'value']",[],1
AVwebDxxIN2L1WUf4xWe,Hampton Inn Suites Lansing West,Lansing,4.0,0.75,"['clean rooms', 'friendly staff', 'food']",[],1
AVwebENPIN2L1WUf4xbM,Super 8 Indio,Indio,4.0,0.75,['friendly staff'],['broken'],2
AVwebGZ2kufWRAb5Cxfs,Rodeway Inn Suites,Lincoln City,3.0,0.5,[],[],1
AVwebHhAByjofQCxyD9z,Courtyard by Marriott Newport News Airport,Newport News,5.0,1.0,['friendly staff'],[],1
AVwebsFjIN2L1WUf43Xy,Friday Harbor Suites,Friday Harbor,5.0,1.0,['clean rooms'],[],1
AVwec3DuIN2L1WUf5Cif,Lobby Bar,Houston,4.75,0.9375,"['friendly staff', 'comfortable']",[],4
AVwec5IOByjofQCxyU9Z,Alakai Hotel & Suites,Wisconsin Dells,5.0,1.0,['clean rooms'],[],1
AVwec6Il_7pvs4fzDGys,Sailor Jack Ocean Front Motel,Lincoln City,4.5,0.875,"['friendly staff', 'location', 'view', 'clean rooms', 'comfortable']",[],4
AVwecF7_IN2L1WUf47Ju,Best Western Kings Quarters,Doswell,2.8571,0.4643,[],"['cleanliness', 'broken']",7
